study	name	release_date
4601	American Customer Satisfaction Index, 2000	2007-01-19 00:00:00
4602	American Customer Satisfaction Index, 2001	2007-02-01 00:00:00
4604	Compilation of Middletown III and Middletown IV Data, 1977-1999 [Muncie, Indiana]	2007-09-13 00:00:00
4605	Transatlantic Trends Survey, 2005	2007-02-28 00:00:00
4606	National Health Interview Survey, 2005	2006-12-21 00:00:00
4607	United States Citizenship, Involvement, Democracy (CID) Survey, 2006	2007-11-14 00:00:00
4608	Current Population Survey, March/April 2004 Match Files: Child Support Supplement	2008-03-20 00:00:00
4609	Organizations Convicted in Federal Criminal Courts, 2005	2007-01-10 00:00:00
4610	CBS News/New York Times Monthly Poll #1, January 2006	2007-12-19 00:00:00
4611	CBS News/New York Times Monthly Poll #2, January 2006	2008-01-25 00:00:00
4612	CBS News Monthly Poll #2, February 2006	2007-12-19 00:00:00
4613	CBS News Monthly Poll #1, March 2006	2007-12-19 00:00:00
4614	CBS News Monthly Poll #1, April 2006	2007-12-20 00:00:00
4615	CBS News Monthly Poll #2, April 2006	2008-01-25 00:00:00
4616	CBS News/New York Times Monthly Poll #1, May 2006	2008-02-27 00:00:00
4617	CBS News Monthly Poll #2, May 2006	2008-02-27 00:00:00
4618	CBS News/MTV Monthly Poll #3, May 2006	2008-02-27 00:00:00
4619	CBS News Monthly Poll #1, June 2006	2008-02-12 00:00:00
4620	CBS News/New York Times Monthly Poll #1, July 2006	2008-02-20 00:00:00
4621	CBS News/New York Times Monthly Poll #1, August 2006	2008-02-27 00:00:00
4622	CBS News/New York Times Monthly Poll #2, August 2006	2008-03-21 00:00:00
4623	New York Times New York City Poll, August 2006	2008-04-11 16:33:07
4624	CBS News/New York Times Monthly Poll #1, September 2006	2008-04-11 16:30:58
4625	CBS News Monthly Poll #2, September 2006	2007-07-11 00:00:00
4626	Treatment Episode Data Set -- Admissions (TEDS-A), 2005	2007-02-22 00:00:00
4627	Monitoring of Federal Criminal Convictions and Sentences: Appeals Data, 2005	2007-03-21 00:00:00
4628	Organizations Convicted in Federal Criminal Courts, 2004	2007-02-26 00:00:00
4629	Monitoring of Federal Criminal Convictions and Sentences: Appeals Data, 2004	2007-03-20 00:00:00
4630	Monitoring of Federal Criminal Sentences, 2005	2007-03-20 00:00:00
4631	Organizations Convicted in Federal Criminal Courts, 2003	2007-03-12 00:00:00
4632	Monitoring of Federal Criminal Convictions and Sentences: Appeals Data, 2003	2007-03-20 00:00:00
4633	Monitoring of Federal Criminal Sentences, 2004	2007-03-21 00:00:00
4634	Law Enforcement Agency Identifiers Crosswalk [United States], 2005	2007-01-10 00:00:00
4635	Annual Survey of Jails: Jurisdiction-Level Data, 2003	2007-05-25 00:00:00
4636	Voice of the People, 2005	2007-07-16 00:00:00
4637	Survey of Holt Adoptees and Their Families, 2005	2007-03-26 00:00:00
4638	Communities in Charge Survey, 2001-2003 [Alameda County, California, Austin, Texas, and Southern Maine]	2007-03-01 00:00:00
4639	American Terrorism Study, 1980-2002	2007-07-30 00:00:00
4640	Multiple Cause of Death Public Use Files, 2000-2002	2007-02-07 00:00:00
4641	Eurobarometer 64.1: Mobility, Food Risk, Smoking, AIDS Prevention, and Medical Errors, September-October 2005	2007-02-28 00:00:00
4642	Change and Stability in Russian Foreign Policy Elite Perspectives: Survey of Russian Foreign Policy Elites in Moscow, 2003-2004	2007-06-14 00:00:00
4643	Child Care and Development Fund Administrative Data, Federal Fiscal Year 2003	2007-03-09 00:00:00
4644	CBS News/New York Times Monthly Poll #1, October 2006	2008-04-15 09:50:21
4645	CBS News/New York Times Ohio Poll, October 2006	2008-04-15 15:00:16
4646	CBS News/New York Times New Jersey Poll, October 2006	2008-03-31 12:29:54
4647	CBS News/New York Times Monthly Poll #4, October 2006	2008-04-23 09:53:01
4648	CBS News/New York Times Call-Back Poll, November 2006	2008-04-30 16:42:12
4649	CBS News/New York Times Monthly Poll #1, December 2006	2008-04-15 15:02:54
4650	Public Opinion and Foreign Policy in the United States, China, India, Australia, and South Korea, 2006	2008-01-23 00:00:00
4651	National Nursing Home Survey, 2004	2007-03-23 00:00:00
4652	National Survey of Midlife Development in the United States (MIDUS II), 2004-2006	2007-03-07 00:00:00
4653	Ghanaian Public Opinion on the Middle East Conflict in Lebanon and the Palestinian Territories, 2006	2007-04-13 00:00:00
4654	ABC News/Washington Post Monthly Poll #1, January 2006	2008-03-13 00:00:00
4655	ABC News/Good Housekeeping Mother's Day Poll, January 2006	2007-06-26 00:00:00
4656	ABC News/Washington Post Pre-State of the Union Address Poll, January 2006	2008-05-01 15:07:10
4657	ABC News/Washington Post Poll #1, March 2006	2007-06-01 00:00:00
4658	ABC News/Stanford University/Time Magazine Environment Poll #1, March 2006	2007-06-29 00:00:00
4659	ABC News/Washington Post Poll #1, April 2006	2007-11-19 00:00:00
4660	ABC News/Washington Post Poll #1, May 2006	2007-10-08 00:00:00
4661	ABC News/Washington Post Poll #1, June 2006	2007-11-30 00:00:00
4662	ABC News/ESPN Barry Bonds Poll, July 2006	2008-04-16 16:00:54
4663	ABC News/Washington Post Poll #1, August 2006	2007-11-30 00:00:00
4664	ABC News Hurricane Katrina Anniversary Poll, August 2006	2007-12-18 00:00:00
4665	ABC News 9/11 Anniversary Poll, September 2006	2008-01-04 00:00:00
4666	ABC News/USA Today/KFF Poll, September 2006	2007-10-30 00:00:00
4667	Eurobarometer 64.4: Mental Well-Being, Telecommunications, Harmful Internet Content, and Farm Animal Welfare, December 2005-January 2006	2007-03-23 00:00:00
4668	Eurobarometer 62.2: Agricultural Policy, Development Aid, Social Capital, and Information and Communication Technology, November-December 2004	2007-04-11 00:00:00
4669	Eurobarometer 63.2: Radioactive Waste, Transport Services, Farm Animal's Welfare, and Means of Payment, February-March 2005	2007-07-19 00:00:00
4670	Census of Juveniles in Residential Placement, 2001 [United States]	2012-02-09 11:59:03
4671	Ghanaian Public Opinion on the United States' War on Terrorism, Involvement in Afghanistan, and Foreign Policy in the Middle East, 2002	2007-03-08 00:00:00
4672	Juvenile Residential Facility Census, 2000 [United States]	2012-02-09 12:04:20
4673	Census of Juveniles in Residential Placement, 1997 [United States]	2012-02-09 11:53:40
4674	Census of Juveniles in Residential Placement, 1999 [United States]	2012-02-09 11:57:14
4675	National Longitudinal Survey of Older Men, 1966-1990	2007-05-09 00:00:00
4676	National Incident-Based Reporting System, 2003: Extract Files	2007-02-23 00:00:00
4677	Impact of Terrorism on State and Local Law Enforcement Agencies and Criminal Justice Systems in the United States, 2004	2007-07-20 00:00:00
4678	National Longitudinal Survey of Young Men, 1966-1981	2007-05-31 00:00:00
4679	Toledo Adolescent Relationships Study (TARS): Wave 1, 2001	2008-01-09 00:00:00
4680	National Longitudinal Survey of Young Women, 1968-2003	2007-07-12 00:00:00
4681	National Longitudinal Survey of Mature Women, 1967-2003	2007-07-06 00:00:00
4682	JABISS: The Japanese Election Study, 1976	2008-02-27 00:00:00
4683	National Longitudinal Survey of Youth, 1979	2007-09-17 00:00:00
4684	National Election Pool General Election Exit Polls, 2006	2007-05-04 00:00:00
4685	Federal Court Cases: Integrated Data Base, 2006	2007-03-15 00:00:00
4686	Evaluation of the Agriculture Crime Technology Information and Operation Network (ACTION) in Nine Counties in California, 2004-2005	2009-05-01 09:59:23
4687	Consumer Expenditure Survey, 2005: Diary Survey	2008-01-11 00:00:00
4688	United States Entrepreneurial Assessment, 2004	2007-06-27 00:00:00
4689	Current Population Survey, 2005: Unemployment Insurance (UI) Non-Filers Supplement	2008-04-15 12:02:10
4690	Americans' Changing Lives: Waves I, II, III, and IV, 1986, 1989, 1994, and 2002	2007-03-23 00:00:00
4691	National Survey of Children's Health, 2003	2007-05-24 00:00:00
4692	National Incident-Based Reporting System, 2002: Extract Files	2007-03-29 00:00:00
4693	National Incident-Based Reporting System, 2001: Extract Files	2007-04-06 00:00:00
4694	Northwest Area Foundation Social Indicators Survey, September-December 2003	2007-07-10 00:00:00
4697	General Social Surveys, 1972-2006 [Cumulative File]	2007-05-31 00:00:00
4698	Low-Fertility Cohorts Study, 1978: A Survey of White, Ever-Married Women Belonging to the 1901-1910 United States Birth Cohorts	2007-08-13 00:00:00
4699	National Crime Victimization Survey, 1992-2005: Concatenated Incident-Level Files	2007-05-02 00:00:00
4700	National Incident-Based Reporting System, 2000: Extract Files	2007-04-13 00:00:00
4701	Welfare, Children, and Families: A Three-City Study	2007-08-17 00:00:00
4702	Afrobarometer: Round 2.5 Survey of South Africa, 2004	2007-12-18 00:00:00
4703	Japanese General Social Survey (JGSS), 2005	2007-08-13 00:00:00
4704	National Violent Death Reporting System, 2005	2007-05-14 00:00:00
4705	Natality Detail File, 2002 [United States]	2007-05-22 00:00:00
4706	Natality Detail File, 2003 [United States]	2008-06-17 13:21:27
4707	Natality Detail File, 2004 [United States]	2008-08-13 10:20:47
4708	Natality Detail File, 2001 [United States]	2007-05-22 00:00:00
4709	American Time Use Survey, 2005	2007-12-20 00:00:00
4711	Comprehensive Child Development Program (CCDP), 1990-1996	2009-05-13 09:37:39
4712	National Head Start/Public School Early Childhood Transition Demonstration Study, 1991-1999	2008-08-11 12:23:46
4714	Uniform Crime Reporting Program Data [United States]: Arson, 2005	2007-08-09 00:00:00
4715	Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, 2005	2007-07-13 00:00:00
4716	Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2005	2007-06-11 00:00:00
4717	Uniform Crime Reporting Program Data [United States]: County-Level Detailed Arrest and Offense Data, 2005	2007-07-24 00:00:00
4718	Uniform Crime Reporting Program Data [United States]: Hate Crime Data, 2005	2007-07-16 00:00:00
4719	Uniform Crime Reporting Program Data [United States]: Police Employee (LEOKA) Data, 2005	2007-07-10 00:00:00
4720	National Incident-Based Reporting System, 2005	2007-06-08 00:00:00
4721	Uniform Crime Reporting Program Data [United States]: Offenses Known and Clearances by Arrest, 2005	2007-06-08 00:00:00
4723	Uniform Crime Reporting Program Data [United States]: Supplementary Homicide Reports, 2005	2007-06-11 00:00:00
4724	Southern Rural Access Program (SRAP) Survey of Access to Outpatient Medical Services in the Rural Southeast, 2002-2003	2007-06-27 00:00:00
4725	Controversial Facilities in Japan, 1955-1995	2007-12-05 00:00:00
4800	Survey Methodology Information System (SMIS) Database	1996-07-23 00:00:00
5001	National Support for World Order, 1966	1984-05-03 00:00:00
5003	Domestic Conflict Behavior, 1919-1966	1984-05-03 00:00:00
5004	Cross Polity Survey, 1963	1984-05-10 00:00:00
5005	Major Power Interactions with Less Developed Countries, 1959-1965	1984-05-03 00:00:00
5006	PRINCE Project: International Transactions, Issue Specific Interactions and Power Data Sets, 1966-1972	1984-05-03 00:00:00
5007	Military Defense Expenditure Data, 1948-1970	1984-05-03 00:00:00
5009	Causal Model of Civil Strife, 1961-1965	1984-05-03 00:00:00
5010	Polity Data:  Persistence and Change in Political Systems, 1800-1971 	1984-05-10 00:00:00
5011	International Subsystems, 1649-1963	1984-05-03 00:00:00
5012	Attitudinal Distance in Southeast Asia, 1970-1971	1984-03-18 00:00:00
5013	Domestic Violence, International Behavior and National Attributes of Developing Nations, 1962-1967 	1984-05-03 00:00:00
5014	Middle East Time Series Data, 1948-1969	1984-05-03 00:00:00
5016	Sino-Soviet Interaction: Project Triad, 1950-1967	1984-05-03 00:00:00
5017	Characteristics of Asian States, 1956-1968	1984-05-10 00:00:00
5018	Asian State National Attributes, 1956-1968	1984-05-10 00:00:00
5019	Black Africa Handbook	1984-05-10 00:00:00
5020	Dimensionality of Nations Project:  Nation Attribute Data, 1950-1965	1984-05-10 00:00:00
5021	Dimensions of Conflict Behavior Within and Between Nations, 1955-1960	1984-05-03 00:00:00
5022	World Handbook of Political and Social Indicators, 1961-1963	1984-05-10 00:00:00
5023	World Handbook of Political and Social Indicators I and A Cross-Polity Survey:  Merged Data, 1961-1963	1984-05-10 00:00:00
5025	Diplomatic Missions Received by Each International System Member, 1817-1970	1984-05-03 00:00:00
5026	Diplomatic Exchange Data, 1815-1970	1984-05-03 00:00:00
5027	World Handbook of Political and Social Indicators II:  Cross-National Aggregate Data, 1950-1965	1984-05-10 00:00:00
5028	World Handbook of Political and Social Indicators II, 1948-1967: Annual Event Data	1984-05-03 00:00:00
5029	World Handbook of Political and Social Indicators II:  Raw Data, 1950-1967	1984-05-10 00:00:00
5030	Economic and Social Indicators for Eighteen Latin American Nations, 1960-1971	1984-05-10 00:00:00
5031	World Military Expenditure Time Series, 1961-1970	1984-05-03 00:00:00
5032	World Population, 1973  	1984-05-10 00:00:00
5034	Shared Characteristics of Asian Dyads, 1969	1984-05-03 00:00:00
5201	Middle East Event/Interaction Data, 1949-1969	1984-05-03 00:00:00
5202	Middle East Military Event Data, 1949-1969  	1984-07-02 00:00:00
5203	Events Data on American Elite Reactions to European Integration and Atlantic Alliance Cases, 1949-1968	1984-05-03 00:00:00
5205	Comparative Research on the Events of Nations (CREON) Project:  Foreign Policy Events, 1959-1968	1984-05-03 00:00:00
5206	Political Events Project, 1948-1965	1984-05-03 00:00:00
5207	Systemic Conditions of Political Aggression (SCOPA) Project, 1955-1964	1984-05-03 00:00:00
5208	Data Bank of Assassinations, 1948-1967	1984-05-03 00:00:00
5209	Data Bank of Minority Group Conflict, 1955-1965	1984-05-03 00:00:00
5210	Transactional Data Bank of International Conflict and Amity Events	1984-05-03 00:00:00
5211	World Event/Interaction Survey (WEIS) Project, 1966-1978	1984-05-03 00:00:00
5212	African Foreign Relations and Internal Conflict Analysis (AFRICA) Project, 1964-1966	1984-05-03 00:00:00
5213	Argentina Domestic Violence and Economic Data, 1955-1972	1984-05-03 00:00:00
5214	Foreign Conflict Behavior, 1950-1968	1984-05-03 00:00:00
5215	World Handbook of Political and Social Indicators II, 1948-1967: Daily Event Data	1984-05-03 00:00:00
5301	CASCON Project: Local Conflict Data, 1945-1969	1984-05-03 00:00:00
5302	Political Conflicts, 1944-1966	1984-05-03 00:00:00
5303	Conflict Management by International Organizations, 1945-1970	1984-05-03 00:00:00
5306	World Handbook of Political and Social Indicators II, 1948-1967: Intervention Data	1984-05-03 00:00:00
5307	Decisions, Events and Perceptions in International Crises:  The Arab-Israel Conflict, 1967-1973	1984-05-03 00:00:00
5401	Dyadic Disputes, 1920-1968	1984-05-03 00:00:00
5402	World Trade Data, 1958-1968	1984-05-03 00:00:00
5403	Dyadic and Multilateral Events, 1948-1970	1984-05-03 00:00:00
5404	Arms Transfers to Developing Countries, 1945-1968	1984-05-03 00:00:00
5405	Regional Interaction in Asia, 1956-1968	1984-05-03 00:00:00
5406	Asia and Major Powers Dyadic Interactions, 1956-1968	1984-05-03 00:00:00
5407	Statistics of Deadly Quarrels, 1809-1949	1984-05-03 00:00:00
5408	Dimensionality of Nations Project:  Dyadic Foreign Conflict Variables, 1950-1965	1984-05-03 00:00:00
5409	Dimensionality of Nations Project: Attributes of Nations and Behavior of Nation Dyads, 1950-1965	1984-05-03 00:00:00
5501	United Nations Interactions, 1962	1984-07-02 00:00:00
5502	National Memberships in International Nongovernmental Organizations, 1966	1984-05-03 00:00:00
5503	Computer Analysis of United Nations General Assembly Resolutions, 1946-1968	1984-05-03 00:00:00
5504	International Connections Project, 1967	1984-07-02 00:00:00
