study	code	description
3591	XVII.G	Social Institutions and Behavior, Vital Statistics
3592	XIV.A.1	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Primaries, Conventions, and Campaigns
3593	XVI.B	Social Indicators, Nations Other Than the United States
3594	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
3595	XVI.A	Social Indicators, United States
3596	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
3597	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3598	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3599	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3600	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3601	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3602	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3603	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3604	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3605	IX	Health Care and Health Facilities
3606	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3607	V.A	Education, United States
3608	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3609	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3611	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3612	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3613	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3614	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3615	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3616	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3617	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3618	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3619	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3620	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3621	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3622	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3623	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3625	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3626	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3627	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3628	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3629	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3630	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3631	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3632	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3633	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3634	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3635	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3636	XVI.A	Social Indicators, United States
3637	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3661	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
3662	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3663	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
3664	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
3665	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
3666	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3667	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3668	I.A.4	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Other Census, Including County and City Data Books
3669	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
3670	I.A.3	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Current Population Survey Series
3671	I.A.1.e	Census Enumerations: Historical and Contemporary Population Characteristics, United States, Decennial Censuses, 2000 Census
3672	IX	Health Care and Health Facilities
3673	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3674	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3675	IV.A	Economic Behavior and Attitudes, Continuing Series of Consumer Surveys
3676	V.A	Education, United States
3677	XVII	Social Institutions and Behavior
3678	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
3679	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
3680	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3681	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
3682	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
3683	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
3684	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
3685	XIV.A.2.b	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, Nations Other Than the United States
3686	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3687	IV.B	Economic Behavior and Attitudes, Surveys of Economic Attitudes and Behavior
3688	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3689	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3691	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3692	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3693	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3694	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3695	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3696	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3697	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3698	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3699	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3700	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3701	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3702	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3703	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3704	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3705	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3706	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3707	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3708	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3709	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3710	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3711	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3712	XIV.C.1	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, United States
3713	XVI.B	Social Indicators, Nations Other Than the United States
3714	X.B	Instructional Packages and Computer Programs, Computer Programs
3715	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3716	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3717	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3718	IV.C	Economic Behavior and Attitudes, Historical and Contemporary Economic Processes and Indicators
3718	X.A.3	Instructional Packages and Computer Programs, Instructional Packages, Other Instructional Packages
3719	X.A.3	Instructional Packages and Computer Programs, Instructional Packages, Other Instructional Packages
3719	XVI.A	Social Indicators, United States
3720	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3721	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3722	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3723	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3724	VI.B	Elites and Leadership, Nations Other Than the United States
3725	XVII.D	Social Institutions and Behavior, Age and the Life Cycle
3726	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
3727	X.A.1	Instructional Packages and Computer Programs, Instructional Packages, SETUPS
3727	X.B	Instructional Packages and Computer Programs, Computer Programs
3728	XVI.A	Social Indicators, United States
3728	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3729	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3730	XIV.C.2	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Nations Other Than the United States
3731	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
3732	XIV.C.3.a	Mass Political Behavior and Attitudes, Public Opinion on Political Matters, Attitudes Toward Regional Integration, Europe
3733	IX	Health Care and Health Facilities
3734	XVII.E	Social Institutions and Behavior, Crime and the Criminal Justice System
3735	II.A.1	Community and Urban Studies, Studies of Local Politics, United States
3736	V.A	Education, United States
3737	V.A	Education, United States
3738	V.A	Education, United States
3739	V.A	Education, United States
3740	XIV.A.2.a	Mass Political Behavior and Attitudes, Historical and Contemporary Electoral Processes, Election Studies Series, United States
