study	subject
2905	stolen property
2905	stolen property recovery
2905	Uniform Crime Reports
2906	arrests
2906	crime rates
2906	crime reporting
2906	crime statistics
2906	homicide
2906	justifiable homicide
2906	law enforcement
2906	offenders
2906	offenses
2906	Uniform Crime Reports
2906	victims
2907	arrests
2907	assaults on police
2907	crime rates
2907	crime reporting
2907	crime statistics
2907	law enforcement
2907	offenses
2907	police deaths
2907	police officers
2907	Uniform Crime Reports
2908	arrests
2908	arson
2908	assault
2908	auto theft
2908	burglary
2908	counties
2908	crime rates
2908	crime reporting
2908	crime statistics
2908	drug abuse
2908	fraud
2908	illegal gambling
2908	larceny
2908	law enforcement
2908	murder
2908	offenses
2908	rape
2908	robbery
2908	sex offenses
2908	Uniform Crime Reports
2908	vandalism
2908	weapons
2909	arrests
2909	arson
2909	assault
2909	crime rates
2909	crime reporting
2909	crime statistics
2909	hate crimes
2909	homicide
2909	law enforcement
2909	offenders
2909	offenses
2909	prejudice
2909	Uniform Crime Reports
2909	vandalism
2909	victims
2910	arrests
2910	arson
2910	assault
2910	auto theft
2910	burglary
2910	counties
2910	crime rates
2910	crime reporting
2910	crime statistics
2910	drug abuse
2910	fraud
2910	illegal gambling
2910	larceny
2910	law enforcement
2910	murder
2910	offenses
2910	rape
2910	robbery
2910	sex offenses
2910	Uniform Crime Reports
2910	vandalism
2911	adults
2911	health status
2911	life satisfaction
2911	lifestyles
2911	mental health
2911	midlife
2911	psychological wellbeing
2911	relationships
2911	social indicators
2911	work attitudes
2912	commuting (travel)
2912	energy assistance
2912	energy conservation
2912	energy consumption
2912	home ownership
2912	housing
2912	housing conditions
2912	housing costs
2912	housing occupancy
2912	housing units
2912	income
2912	living arrangements
2912	Metropolitan Statistical Areas
2912	municipal services
2912	neighborhood conditions
2912	property insurance
2912	property taxes
2912	property values
2912	rental housing
2912	relocation
2912	transportation
2912	utility rates
2913	census data
2913	census methods
2913	census tract level
2913	computer aided mapping
2913	congressional districts
2913	counties
2913	election districts
2913	ethnicity
2913	geographic information systems
2913	household composition
2913	housing
2913	housing conditions
2913	legislative districts
2913	population
2913	redistricting
2913	states (USA)
2914	correctional facilities
2914	drug testing
2914	drug treatment
2914	grants
2914	inmate programs
2914	program evaluation
2914	substance abuse
2915	ambulatory care
2915	doctor visits
2915	health care services
2915	medical care
2915	medical evaluation
2915	medical records
2915	medications
2915	patient care
2915	patients
2915	physicians
2915	prescription drugs
2915	smoking
2915	treatment
2916	ambulatory care
2916	health care services
2916	hospitalization
2916	hospitals
2916	emergency services
2916	injuries
2916	medical care
2916	medical evaluation
2916	medical procedures
2916	medical records
2916	patient care
2916	patients
2916	payment methods
2916	surgery
2916	treatment
2917	demographic characteristics
2917	economic behavior
2917	employee benefits
2917	employment
2917	housing units
2917	income
2917	job history
2917	occupations
2917	personal finances
2917	public assistance programs
2917	socioeconomic status
2917	unemployment
2917	welfare reform
2917	welfare services
2917	work experience
2918	communications systems
2918	prediction
2918	twenty-first century
2921	abortion
2921	Bauer, Gary
2921	Bradley, Bill
2921	Bush, George W.
2921	campaign contributions
2921	campaigns
2921	Clinton, Bill
2921	Forbes, Steve
2921	gays and lesbians
2921	Gore, Al
2921	Hatch, Orrin
2921	Keyes, Alan
2921	McCain, John
2921	political issues
2921	presidency
2921	presidential candidates
2921	presidential elections
2921	primaries
2921	public opinion
2921	social issues
2921	voter preferences
2922	Clinton, Bill
2922	Gore, Al
2922	gun regulation
2922	Medicare
2922	national debt
2922	political issues
2922	prescription drugs
2922	presidency
2922	presidential performance
2922	public opinion
2922	social issues
2922	State of the Union address
2922	tax cuts
2922	wages and salaries
2923	abortion
2923	Bradley, Bill
2923	Bush, George H.W.
2923	Bush, George W.
2923	Clinton, Bill
2923	Forbes, Steve
2923	Gore, Al
2923	income taxes
2923	Keyes, Alan
2923	McCain, John
2923	political campaigns
2923	presidency
2923	presidential candidates
2923	presidential debates
2923	presidential elections
2923	presidential performance
2923	primaries
2923	voter preferences
2927	attitudes
2927	Bradley, Bill
2927	Bush, George W.
2927	campaign contributions
2927	Clinton, Bill
2927	Democratic Party (USA)
2927	Gore, Al
2927	McCain, John
2927	national elections
2927	Pataki, George
2927	police use of deadly force
2927	political attitudes
2927	political campaigns
2927	presidential candidates
2927	primaries
2927	public opinion
2927	Republican Party (USA)
2927	voter attitudes
2927	voter registration
2927	voting behavior
2929	case management
2929	case processing
2929	crime mapping
2929	databases
2929	geographic information systems
2930	census data
2930	census tract level
2930	censuses
2930	demographic characteristics
2930	ethnicity
2930	historical data
2930	household composition
2930	housing
2930	housing conditions
2930	population
2931	census data
2931	census tract level
2931	censuses
2931	demographic characteristics
2931	ethnicity
2931	historical data
2931	household composition
2931	housing
2931	housing conditions
2931	population
2932	census data
2932	census tract level
2932	censuses
2932	demographic characteristics
2932	ethnicity
2932	historical data
2932	household composition
2932	housing
2932	housing conditions
2932	population
2933	census data
2933	census tract level
2933	censuses
2933	demographic characteristics
2933	ethnicity
2933	historical data
2933	household composition
2933	housing
2933	housing conditions
2933	population
2934	alcohol
2934	alcohol abuse
2934	alcohol consumption
2934	amphetamines
2934	barbiturates
2934	cocaine
2934	demographic characteristics
2934	drug abuse
2934	drug use
2934	drugs
2934	hallucinogens
2934	health care
2934	health insurance
2934	heroin
2934	households
2934	inhalants
2934	marijuana
2934	mental health
2934	mental health services
2934	methamphetamine
2934	prescription drugs
2934	sedatives
2934	smoking
2934	stimulants
2934	substance abuse
2934	substance abuse treatment
2934	tobacco use
2934	tranquilizers
2934	youths
2935	communities
2935	employee benefits
2935	employers
2935	health insurance
2935	Health Maintenance Organizations
2935	insurance coverage
2935	insurance policies
2935	private health insurance
2935	workers
2936	community involvement
2936	government performance
2936	national elections
2936	neighbors
2936	political efficacy
2936	political issues
2936	political participation
2936	politicians
2936	public approval
2936	public opinion
2936	social networks
2936	social values
2936	trust (psychology)
2936	trust in government
2936	voter expectations
2936	voting behavior
2937	income tax
2937	internal migration
2937	tax credits
2937	tax exemptions
2937	taxes
2938	job satisfaction
2938	job stress
2938	police officers
2938	public interest
2938	public safety
2938	towns
2939	attitudes
2939	demographic characteristics
2939	drug education
2939	drug use
2939	family life
2939	high school students
2939	life plans
2939	lifestyles
2939	social behavior
2939	social change
2939	values
2939	youths
2940	adolescents
2940	attitudes
2940	demographic characteristics
2940	drug use
2940	elementary school students
2940	family life
2940	junior high school students
2940	lifestyles
2940	social behavior
2940	social change
2940	values
2941	consumer attitudes
2941	consumer behavior
2941	consumer expectations
2941	consumer expenditures
2941	credit card use
2941	disposable income
2941	durable goods
2941	economic conditions
2941	employment
2941	inflation
2941	interest rates
2941	national economy
2941	personal finances
2941	price fluctuations
2941	purchasing
2941	vehicles
2942	consumer attitudes
2942	consumer behavior
2942	consumer expectations
2942	consumer expenditures
2942	disposable income
2942	durable goods
2942	economic conditions
2942	employment
2942	inflation
2942	interest rates
2942	national economy
2942	personal finances
2942	price fluctuations
2942	purchasing
2943	computer use
2943	consumer attitudes
2943	consumer behavior
2943	consumer expectations
2943	consumer expenditures
2943	disposable income
2943	durable goods
2943	economic conditions
2943	employment
2943	inflation
2943	interest rates
2943	Internet
2943	national economy
2943	personal finances
2943	price fluctuations
2943	purchasing
2943	vehicles
2944	business conditions
2944	consumer attitudes
2944	consumer behavior
2944	consumer expectations
2944	consumer expenditures
2944	disposable income
2944	durable goods
2944	economic conditions
2944	employment
2944	inflation
2944	interest rates
2944	national economy
2944	personal finances
2944	price fluctuations
2944	purchasing
2945	automobiles
2945	computer use
2945	consumer attitudes
2945	consumer behavior
2945	consumer expectations
2945	consumer expenditures
2945	durable goods
2945	economic conditions
2945	employment
2945	Internet
2945	national economy
2945	personal finances
2945	price fluctuations
2945	purchasing
2945	stock market conditions
2945	vehicles
2946	consumer attitudes
2946	consumer behavior
2946	consumer expectations
2946	consumer expenditures
2946	disposable income
2946	durable goods
2946	economic conditions
2946	employment
2946	inflation
2946	interest rates
2946	national economy
2946	personal finances
2946	price fluctuations
2946	purchasing
2947	consumer attitudes
2947	consumer behavior
2947	consumer expectations
2947	consumer expenditures
2947	disposable income
2947	durable goods
2947	economic conditions
2947	employment
2947	inflation
2947	interest rates
2947	Internet
2947	national economy
2947	personal finances
2947	price fluctuations
2947	purchasing
2947	vehicles
2948	consumer attitudes
2948	consumer behavior
2948	consumer expectations
2948	consumer expenditures
2948	disposable income
2948	durable goods
2948	economic conditions
2948	employment
2948	inflation
2948	interest rates
2948	national economy
2948	personal finances
2948	price fluctuations
